id,jenis_makanan,nama_makanan,kalori,protein,lemak,karbohidrat,source
2073,dish,nasi gurih,190.0,4.7,7.5,26.0,kaggle
2074,dish,nasi jagung,357.0,8.8,0.5,79.5,kaggle
2075,dish,nasi minyak,207.0,3.5,5.0,37.1,kaggle
2076,dish,nasi rames,155.0,10.3,4.2,19.1,kaggle
2077,dish,nasi tim,120.0,2.4,0.4,26.0,kaggle
2078,dish,nasi uduk,253.3,4.3,21.0,11.7,kaggle
2079,dish,nasu likku masakan,196.0,14.5,8.3,15.9,kaggle
2080,komponen,noga kacang tanah,600.0,14.0,41.7,42.0,kaggle
2081,komponen,nopia spesial,387.0,5.3,7.6,74.3,kaggle
2082,komponen,olaholah,9.0,2.1,6.0,7.1,kaggle
2083,komponen,oncom,187.0,13.0,6.0,22.6,kaggle
2084,komponen,oncom ampas kacang hijau,376.0,14.9,6.0,65.7,kaggle
2085,dish,oncom goreng,363.3,19.3,19.3,40.3,kaggle
2086,dish,oncom hitam goreng,284.0,12.0,14.4,13.6,kaggle
2087,dish,oncom hitam goreng bertepung,306.7,9.0,18.0,27.0,kaggle
2088,komponen,oncom kacang hijau singkong,351.0,11.0,5.3,65.9,kaggle
2089,dish,oncom kacang tanah pepes,132.0,12.7,3.8,13.7,kaggle
2090,komponen,oncom kedele,187.0,13.0,6.0,22.6,kaggle
2091,dish,oncom merah goreng,368.0,6.8,32.0,13.2,kaggle
2092,dish,oncom merah goreng bertepung,320.0,7.3,18.7,31.0,kaggle
2093,dish,oncom merah sayur tumis,40.0,2.0,2.0,3.0,kaggle
2094,dish,oncom pepes,76.0,5.2,1.8,10.6,kaggle
2095,dish,ondeonde,288.6,8.3,8.9,44.3,kaggle
2096,dish,ongolongol,115.0,1.5,6.0,14.0,kaggle
2097,dish,ongolongol sagu,111.0,0.3,2.7,21.2,kaggle
2098,komponen,opak singkong,940.0,36.0,42.0,104.0,kaggle
2099,dish,oramu ninahu ndawa olaho masakan,117.0,13.7,5.0,4.3,kaggle
2100,komponen,otak,125.0,10.4,8.6,0.8,kaggle
2101,komponen,oyek,351.0,0.9,0.9,84.9,kaggle
2102,komponen,oyek dari singkong,342.0,2.3,0.1,83.1,kaggle
2103,komponen,paku hinela wulelenggapaya,77.0,3.5,4.6,5.4,kaggle
2104,komponen,pala biji,494.0,7.5,36.4,40.1,kaggle
2105,komponen,pala daging,42.0,0.3,0.2,10.9,kaggle
2106,dish,paniki masak santan masakan,460.0,28.5,35.2,7.2,kaggle
2107,komponen,papais,133.8,3.0,1.6,27.0,kaggle
2108,dish,papeda,61.0,0.2,0.1,14.9,kaggle
2109,dish,parede baleh masakan,87.0,10.5,2.5,5.5,kaggle
2110,komponen,paria pare,29.0,1.1,0.3,6.6,kaggle
2111,dish,paria putih kukus,16.0,0.8,0.2,3.4,kaggle
2112,komponen,paria putih segar,19.0,1.0,0.4,3.6,kaggle
2113,dish,pastel,307.0,4.5,13.3,42.4,kaggle
2114,komponen,pati singkong tapioka,362.0,0.5,0.3,86.9,kaggle
2115,komponen,pecay,23.0,1.8,0.3,4.5,kaggle
2116,komponen,peda ikan banjar,156.0,28.0,4.0,0.0,kaggle
2117,dish,pelecing kangkung,75.0,2.5,2.8,10.0,kaggle
2118,dish,pelepah manuk masakan,219.0,19.7,13.6,4.4,kaggle
2119,dish,pempek adaan,162.0,4.9,3.0,27.8,kaggle
2120,dish,pempek belida,156.0,4.2,1.4,31.6,kaggle
2121,dish,pempek kapal selam,152.0,4.5,2.3,28.2,kaggle
2122,dish,pempek kelesan,211.0,12.3,6.1,26.6,kaggle
2123,dish,pempek kulit,243.0,5.2,7.3,39.1,kaggle
2124,dish,pempek tenggiri,173.0,7.2,1.2,33.4,kaggle
2125,dish,pencok lele masakan,372.0,7.8,36.3,3.5,kaggle
2126,dish,penyu serapah masakan,174.0,13.1,12.2,2.2,kaggle
2127,komponen,pepare ular segar,19.0,0.6,0.1,3.9,kaggle
2128,dish,pepaya lodeh,275.0,11.6,11.6,30.2,kaggle
2129,komponen,pepaya muda,26.0,2.1,0.1,4.9,kaggle
2130,komponen,pepaya segar,46.0,0.5,12.0,12.2,kaggle
2131,komponen,pepea oncom ampas tahu,76.0,5.2,1.8,10.6,kaggle
2132,komponen,permen,400.0,0.0,0.0,95.0,kaggle
2133,komponen,pete segar,142.0,10.4,2.0,22.0,kaggle
2134,komponen,peterseli,50.0,3.7,1.0,9.0,kaggle
2135,komponen,petis ikan,161.0,20.0,0.2,24.0,kaggle
2136,komponen,petis udang,220.0,15.0,0.1,40.0,kaggle
2137,komponen,petis udang kering,345.0,23.8,1.4,59.3,kaggle
2138,komponen,petis udang pasta,220.0,15.0,0.9,38.0,kaggle
2139,komponen,pilus,514.0,1.0,27.8,647.0,kaggle
2140,dish,pinda masakan,107.0,15.9,0.6,0.4,kaggle
2141,dish,pindang ikan banjar,157.0,28.0,4.2,0.0,kaggle
2142,dish,pindang ikan benggol,170.0,31.0,4.2,0.0,kaggle
2143,dish,pindang ikan layang,153.0,30.0,2.8,0.0,kaggle
2144,dish,pindang ikan selar kecil,142.0,27.0,3.0,0.0,kaggle
2145,dish,pindang kenari masakan,124.0,9.5,9.6,0.0,kaggle
2146,komponen,pisang ambon,99.0,1.2,0.2,25.8,kaggle
2147,komponen,pisang angleng pisang ampyang segar,68.0,1.3,0.2,17.2,kaggle
2148,komponen,pisang ayam segar,120.0,1.1,0.2,26.8,kaggle
2149,komponen,pisang gapi segar,127.0,2.1,0.3,31.1,kaggle
2150,dish,pisang goreng,220.0,2.3,2.3,6.3,kaggle
2151,komponen,pisang goroho segar,115.0,1.9,0.2,27.9,kaggle
2152,komponen,pisang hijau segar,117.0,2.0,0.3,28.9,kaggle
2153,komponen,pisang kayu segar,100.0,1.4,0.5,23.6,kaggle
2154,komponen,pisang kepok segar,109.0,0.8,0.5,26.3,kaggle
2155,komponen,pisang ketip segar,145.0,1.1,0.3,34.5,kaggle
2156,komponen,pisang kidang segar,96.0,1.0,0.2,22.5,kaggle
2157,komponen,pisang lampung,99.0,1.3,0.2,25.6,kaggle
2158,komponen,pisang mas,127.0,1.4,0.2,33.6,kaggle
2159,komponen,pisang mas bali,127.0,1.4,0.2,31.8,kaggle
2160,komponen,pisang oli,134.0,1.1,0.5,35.5,kaggle
2161,komponen,pisang raja,120.0,1.2,0.2,31.8,kaggle
2162,komponen,pisang raja sere susu,118.0,1.2,0.2,31.1,kaggle
2163,komponen,pisang rotan segar,98.0,1.3,1.2,20.5,kaggle
2164,dish,pisang siam goreng,625.0,1.0,0.0,8.1,kaggle
2165,komponen,pisang talas segar,113.0,1.2,0.2,26.7,kaggle
2166,komponen,prey bawang daun,45.0,2.2,0.3,10.3,kaggle
2167,komponen,pucuk lumaidaun leunca segar,33.0,4.5,0.4,2.8,kaggle
2168,komponen,pulut,216.0,2.6,3.1,44.4,kaggle
2169,dish,punai daging goreng,224.0,26.2,11.3,4.4,kaggle
2170,dish,pundut nasi,104.0,1.9,4.1,15.1,kaggle
2171,komponen,purundawa,25.0,1.5,0.5,3.6,kaggle
2172,komponen,purut segar,76.0,4.1,1.1,15.2,kaggle
2173,komponen,putri malu segar,76.0,3.6,0.3,14.6,kaggle
2174,komponen,putri selat,163.0,2.2,6.5,23.8,kaggle
2175,dish,putu mayang,200.0,1.0,2.4,43.8,kaggle
2176,komponen,ragi,136.0,43.0,2.4,3.0,kaggle
2177,komponen,rajungan segar,76.0,12.1,2.0,2.4,kaggle
2178,komponen,rambutan,69.0,0.9,0.1,18.1,kaggle
2179,komponen,rambutan aceh,11.0,0.0,0.0,2.7,kaggle
2180,komponen,rambutan binjai segar,76.0,0.5,0.2,18.0,kaggle
2181,komponen,rambutan sinyonya,4.0,0.0,0.0,0.9,kaggle
2182,komponen,rarawuan,295.0,7.3,8.5,47.5,kaggle
2183,komponen,rasbi beras ubi,394.0,2.2,8.8,76.6,kaggle
2184,komponen,rasi beras singkong,350.0,0.9,0.4,85.7,kaggle
2185,dish,rawon masakan,60.0,5.4,2.5,4.0,kaggle
2186,komponen,rebon udang kecil segar,81.0,16.2,1.2,0.7,kaggle
2187,komponen,rebon kering,299.0,29.4,3.6,3.2,kaggle
2188,komponen,rebon udang kecil segar,81.0,16.2,1.2,0.7,kaggle
2189,komponen,rebung,27.0,0.6,0.3,5.2,kaggle
2190,komponen,rebung laut mentah,320.0,7.2,4.2,63.3,kaggle
2191,komponen,rempeyek kacang tolo,451.0,11.2,20.2,59.7,kaggle
2192,komponen,rempeyek kacang uci,497.0,17.0,27.6,50.8,kaggle
2193,dish,rendang sapi masakan,193.0,22.6,7.9,7.8,kaggle
2194,dish,renggi goreng,471.0,4.7,21.8,64.1,kaggle
2195,komponen,rimbang segar,75.0,1.6,0.6,15.8,kaggle
2196,dish,risoles,335.0,5.3,3.5,70.5,kaggle
2197,komponen,roti boong,341.0,5.5,16.2,43.3,kaggle
2198,komponen,roti gambang,350.0,7.5,2.0,75.5,kaggle
2199,komponen,roti putih,248.0,8.0,1.2,50.0,kaggle
2200,komponen,roti warna sawo matang,249.0,7.9,1.5,49.7,kaggle
2201,dish,rujak cingur,153.0,11.3,8.4,8.0,kaggle
2202,komponen,rumput laut,41.0,1.4,0.3,8.1,kaggle
2203,komponen,rusa daging dendeng mentah,536.0,40.5,41.5,0.0,kaggle
2204,komponen,rusip,110.0,11.5,2.0,11.7,kaggle
2205,dish,rw anjing masakan,198.0,24.6,10.7,0.9,kaggle
2206,komponen,saga biji tanpa kulit,449.0,30.6,25.5,31.9,kaggle
2207,komponen,sagu ambon,338.0,0.6,0.3,83.1,kaggle
2208,komponen,sagu aren kering,355.0,0.6,1.1,85.6,kaggle
2209,komponen,sagu aren segar,231.0,0.6,0.2,56.6,kaggle
2210,komponen,sagu forno,291.0,0.5,4.0,63.4,kaggle
2211,komponen,sagu kasbi segar,230.0,0.6,0.2,56.5,kaggle
2212,dish,sagu lemak kue sagon,452.0,2.8,14.8,76.8,kaggle
2213,komponen,sagu lempeng,347.0,0.9,0.3,85.2,kaggle
2214,dish,sagu rendang,364.0,0.1,0.2,90.5,kaggle
2215,komponen,sagu singkong kering,362.0,0.5,0.3,86.9,kaggle
2216,komponen,sagu sinole,354.0,0.8,8.3,68.9,kaggle
2217,komponen,salak bali segar,57.0,0.5,0.1,13.6,kaggle
2218,komponen,salak medan segar,55.0,0.4,0.2,12.8,kaggle
2219,komponen,salak pondoh segar,87.0,0.8,0.4,20.1,kaggle
2220,komponen,sale pisang siam,281.0,2.4,0.7,66.1,kaggle
2221,komponen,santan dengan air,122.0,2.0,10.0,7.6,kaggle
2222,komponen,santan kelapa saja,324.0,4.2,34.3,55.6,kaggle
2223,komponen,santan murni,324.0,4.2,34.3,5.6,kaggle
2224,komponen,saos tomat,98.0,2.0,0.4,24.5,kaggle
2225,komponen,sapi abon,212.0,18.0,10.6,59.3,kaggle
2226,komponen,sapi babat segar,108.0,17.6,4.2,0.0,kaggle
2227,komponen,sapi daging asap,182.0,32.0,6.0,0.0,kaggle
2228,komponen,sapi daging dendeng mentah,301.0,55.0,9.0,0.0,kaggle
2229,komponen,sapi daging gemuk segar,273.0,17.5,22.0,0.0,kaggle
2230,komponen,sapi daging kornet,289.0,16.0,25.0,0.0,kaggle
2231,komponen,sapi daging kurus segar,174.0,19.6,10.0,0.0,kaggle
2232,komponen,sapi daging lemak sedang segar,201.0,18.8,14.0,0.0,kaggle
2233,dish,sapi daging sosis worst,448.0,14.5,42.3,2.3,kaggle
2234,komponen,sapi daleman segar,183.0,12.0,14.4,1.4,kaggle
2235,komponen,sapi didehdarah,98.0,21.9,1.1,0.0,kaggle
2236,komponen,sapi ginjal segar,137.0,15.0,8.1,0.9,kaggle
2237,dish,sapi hati sosis liverworst,274.0,16.0,22.0,3.0,kaggle
2238,dish,sapi keleponan segar,84.0,10.5,4.6,0.2,kaggle
2239,komponen,sapi liver segar,132.0,19.7,3.2,6.0,kaggle
2240,komponen,sapi otak segar,123.0,10.4,8.6,0.8,kaggle
2241,komponen,sapi paru dendeng mentah,360.0,57.3,6.0,19.2,kaggle
2242,dish,sapi paru goreng,268.0,23.9,12.7,14.5,kaggle
2243,komponen,sapi usus segar,126.0,14.0,7.2,1.5,kaggle
2244,komponen,sarang burung,281.0,37.5,0.3,32.1,kaggle
2245,dish,sardines dalam kaleng,338.0,21.1,27.0,1.0,kaggle
2246,komponen,sari kedelai bubuk,344.0,30.0,20.0,43.0,kaggle
2247,komponen,sarimuka,166.0,2.3,2.8,32.9,kaggle
2248,dish,sate bandeng,283.0,12.1,16.8,20.9,kaggle
2249,dish,sate kulit,110.0,15.5,0.5,11.5,kaggle
2250,dish,sate penyu masakan,179.0,22.5,3.5,13.3,kaggle
2251,dish,sate pusut masakan,274.0,12.9,18.6,13.6,kaggle
2252,dish,sate usus,126.7,14.0,7.3,1.3,kaggle
2253,komponen,sawi,22.0,2.3,0.3,4.0,kaggle
2254,komponen,sawi putih pecai segar,9.0,1.0,0.1,1.7,kaggle
2255,komponen,sawi taiwan segar,30.0,1.9,0.5,4.4,kaggle
2256,komponen,sawi tanah segar,19.0,1.3,0.2,2.9,kaggle
2257,komponen,sawo,92.0,0.5,1.1,22.4,kaggle
2258,komponen,sawo duren segar,64.0,1.0,3.1,8.0,kaggle
2259,komponen,sawo kecik segar,111.0,0.9,2.3,21.6,kaggle
2260,komponen,sawo manila segar,92.0,0.5,1.1,22.4,kaggle
2261,dish,sayur asem,29.0,0.7,0.6,5.0,kaggle
2262,komponen,sayur bunga pepaya,49.0,1.7,0.3,9.8,kaggle
2263,komponen,sayur garu,178.0,2.6,13.9,10.6,kaggle
2264,komponen,sayur kohukohu,133.0,7.3,6.6,11.2,kaggle
2265,komponen,sayur lebui,64.0,2.1,0.6,12.5,kaggle
2266,komponen,sayur lilinterubuk,36.0,2.7,0.7,4.8,kaggle
2267,komponen,sayur ndusuk,49.0,3.1,2.5,3.6,kaggle
2268,dish,sayur sop,27.0,1.3,2.0,1.0,kaggle
2269,komponen,sayur umbut kelapa,67.0,5.2,2.9,5.1,kaggle
2270,komponen,sayur umbut rotan,57.0,5.4,2.6,3.1,kaggle
2271,komponen,selada,15.0,1.2,0.2,2.9,kaggle
2272,komponen,selada air,17.0,1.7,0.3,3.0,kaggle
2273,dish,selada air rebus,19.0,2.7,0.2,2.9,kaggle
2274,komponen,seledri,20.0,1.0,0.1,4.6,kaggle
2275,komponen,semangka,28.0,0.5,0.2,6.9,kaggle
2276,dish,semur jengkol,192.5,4.5,6.0,30.3,kaggle
2277,komponen,sente,64.0,0.6,0.3,14.8,kaggle
2278,komponen,sente talas segar,353.0,0.7,0.2,84.7,kaggle
2279,dish,sepi masakan,88.0,7.9,1.6,10.6,kaggle
2280,komponen,serbuk coklat,298.0,8.0,23.8,48.9,kaggle
2281,komponen,serimping talas kebumen,478.0,2.5,21.2,69.2,kaggle
2282,komponen,setrup sirup,213.0,0.0,0.0,55.0,kaggle
2283,komponen,shabushabu,88.0,3.2,8.0,0.8,kaggle
2284,dish,sie reuboh masakan,474.0,11.2,42.5,11.7,kaggle
2285,komponen,singkah rotan muda,81.0,5.1,4.5,5.1,kaggle
2286,dish,singkong goreng,285.0,1.0,18.0,28.0,kaggle
2287,dish,singkong kukus,146.0,1.2,0.3,34.7,kaggle
2288,dish,singkong tape,173.0,0.5,0.1,42.5,kaggle
2289,dish,siomay,95.3,4.4,2.2,14.4,kaggle
2290,komponen,sirsak,65.0,1.0,0.3,16.3,kaggle
2291,komponen,sirup,213.0,0.0,0.0,55.0,kaggle
2292,dish,sop buntut masakan,71.0,7.5,3.6,2.2,kaggle
2293,dish,sop daging sapi masakan,49.0,5.8,0.5,5.3,kaggle
2294,dish,sop kaki sapi masakan,68.0,9.0,1.9,3.7,kaggle
2295,dish,sop kambing masakan,34.0,5.5,0.8,1.1,kaggle
2296,dish,sop konro masakan,71.0,7.4,2.6,4.5,kaggle
2297,dish,sop kool,12.0,0.5,0.1,2.0,kaggle
2298,dish,sop kool dan wortel,15.0,0.6,0.1,3.1,kaggle
2299,dish,sop saudara masakan,89.0,7.2,5.0,3.9,kaggle
2300,dish,soto bandung masakan,42.0,3.9,1.7,2.8,kaggle
2301,dish,soto banjar masakan,110.0,2.9,9.5,3.2,kaggle
2302,dish,soto betawi masakan,135.0,2.5,8.8,11.5,kaggle
2303,dish,soto dengan daging,127.5,2.6,9.4,8.3,kaggle
2304,dish,soto jeroan masakan,92.0,11.8,4.3,1.4,kaggle
2305,dish,soto kudus masakan,38.0,2.6,2.3,1.8,kaggle
2306,dish,soto madura masakan,60.0,3.5,4.5,1.3,kaggle
2307,dish,soto padang masakan,127.0,5.9,6.6,11.0,kaggle
2308,dish,soto pekalongan masakan,94.0,3.0,6.8,5.1,kaggle
2309,dish,soto pemalang masakan,75.0,3.6,5.2,3.5,kaggle
2310,dish,soto sukaraja masakan,80.0,3.2,3.5,9.0,kaggle
2311,dish,soto sulung masakan,86.0,2.3,8.5,0.0,kaggle
2312,dish,soto tanpa daging,117.1,0.4,8.6,9.6,kaggle
2313,komponen,spaghetti,139.0,7.4,2.1,22.6,kaggle
2314,komponen,srikaya,101.0,1.7,0.6,35.2,kaggle
2315,dish,sukiyaki masakan,75.0,5.6,0.4,12.2,kaggle
2316,komponen,sukun muda segar,119.0,1.4,0.2,28.1,kaggle
2317,komponen,sukun tua segar,126.0,1.6,0.2,24.5,kaggle
2318,komponen,susu asam untuk bayi bubuk,418.0,19.0,9.0,65.5,kaggle
2319,komponen,susu bubuk,513.0,24.6,30.0,36.2,kaggle
2320,komponen,susu kambing,64.0,4.3,2.3,6.6,kaggle
2321,komponen,susu kedelai,41.0,3.5,2.5,5.0,kaggle
2322,komponen,susu kental manis,336.0,8.2,10.0,55.0,kaggle
2323,komponen,susu kental tak manis,138.0,7.0,7.9,9.9,kaggle
2324,komponen,susu kerbau,160.0,6.3,12.0,7.1,kaggle
2325,komponen,susu sapi,61.0,3.2,3.5,4.3,kaggle
2326,komponen,susu skim tak berlemak,36.0,3.5,0.1,5.1,kaggle
2327,komponen,susu skim bubuk,359.0,35.6,1.0,52.0,kaggle
2328,komponen,susu skim segar,36.0,3.5,0.1,5.1,kaggle
2329,komponen,susupan,87.0,5.3,5.2,6.3,kaggle
2330,dish,suweg kukus,90.0,1.5,0.1,21.9,kaggle
2331,komponen,suweg mentah,69.0,1.0,0.1,15.7,kaggle
2332,komponen,suweg talas segar,74.0,1.4,0.1,17.2,kaggle
2333,komponen,suwirsuwir,347.0,0.5,0.9,84.2,kaggle
2334,komponen,tahu,68.0,7.8,4.6,1.6,kaggle
2335,dish,tahu goreng,115.0,9.7,8.5,2.5,kaggle
2336,dish,tahu telur,328.0,12.6,19.9,24.6,kaggle
2337,komponen,takwa,148.0,13.8,8.5,4.0,kaggle
2338,dish,talas bogor kukus,120.0,1.5,0.3,28.2,kaggle
2339,komponen,talas pontianak segar,163.0,2.3,0.5,36.4,kaggle
2340,komponen,talas viqueque segar,115.0,1.8,0.5,25.9,kaggle
2341,dish,tales kukus,120.0,1.5,0.3,28.2,kaggle
2342,komponen,tales mentah,98.0,1.9,0.2,23.7,kaggle
2343,komponen,taoco,166.0,10.4,4.9,24.1,kaggle
2344,dish,taoge goreng,88.0,3.2,2.1,14.0,kaggle
2345,komponen,taoge kacang kedelai segar,76.0,9.0,2.6,6.4,kaggle
2346,komponen,taoge seduh,28.0,3.0,0.8,4.0,kaggle
2347,komponen,taoge segar,34.0,3.7,1.2,4.3,kaggle
2348,komponen,taokoa,104.0,12.9,6.8,1.2,kaggle
2349,dish,tapai beras,99.0,1.7,0.3,22.4,kaggle
2350,dish,tapai ketan hitam,166.0,3.8,1.0,34.4,kaggle
2351,dish,tapai ketan putih,172.0,3.0,0.5,37.5,kaggle
2352,dish,tapai singkong,169.0,1.4,0.3,40.2,kaggle
2353,komponen,tauco cap das cake,358.0,7.5,4.3,70.4,kaggle
2354,komponen,tauji cap singa,277.0,9.1,4.7,49.6,kaggle
2355,komponen,tebu terubuk,25.0,4.6,0.4,3.0,kaggle
2356,dish,tedong pallu basa masakan,83.0,10.4,3.4,2.8,kaggle
2357,komponen,teh,132.0,19.5,0.7,67.8,kaggle
2358,komponen,teh hijau daun kering,300.0,28.3,4.8,53.6,kaggle
2359,komponen,teh melati daun kering,299.0,24.1,3.5,59.0,kaggle
2360,komponen,tekokak,34.0,2.0,0.1,7.9,kaggle
2361,komponen,tekokak kering,294.0,8.3,1.7,72.6,kaggle
2362,dish,tekwan,53.0,1.9,0.9,9.4,kaggle
2363,komponen,telur ayam,162.0,12.8,11.5,0.7,kaggle
2364,komponen,telur ayam bagian kuning,361.0,19.3,31.9,0.7,kaggle
2365,komponen,telur ayam bagian putih,50.0,10.8,0.0,0.8,kaggle
2366,komponen,telur ayam ceplok,383.0,15.1,32.9,8.3,kaggle
2367,komponen,telur ayam dadar,251.0,16.3,19.4,1.4,kaggle
2368,komponen,telur ayam kampung,179.0,13.6,13.3,4.4,kaggle
2369,komponen,telur bebek bagian kuning segar,386.0,17.0,35.0,0.8,kaggle
2370,komponen,telur bebek bagian putih,54.0,11.0,0.0,0.8,kaggle
2371,komponen,telur bebek bagian putih segar,54.0,11.0,0.0,0.8,kaggle
2372,komponen,telur bebek ceplok,320.0,15.1,30.5,0.9,kaggle
2373,komponen,telur bebek dadar,301.0,20.0,23.7,0.0,kaggle
2374,komponen,telur bebek tambak segar,187.0,10.9,12.4,7.9,kaggle
2375,komponen,telur bebek telur asin,195.0,13.6,13.6,1.4,kaggle
2376,komponen,telur burung puyuh segar,116.0,10.7,7.0,1.6,kaggle
2377,komponen,telur penyu,144.0,12.0,10.2,0.0,kaggle
2378,komponen,telur terubuk,425.0,31.0,28.0,10.0,kaggle
2379,komponen,tempe bongkrek,119.0,4.4,3.5,18.3,kaggle
2380,komponen,tempe gembus,73.0,5.7,1.3,4.2,kaggle
2381,komponen,tempe gembus yogya,76.0,6.8,0.7,10.6,kaggle
2382,dish,tempe goreng,328.0,18.4,23.2,12.8,kaggle
2383,komponen,tempe kacang babi,139.0,12.5,0.8,21.9,kaggle
2384,komponen,tempe kacang belimbing,212.0,17.5,10.0,12.9,kaggle
2385,komponen,tempe kedelai jagung,143.0,12.0,5.5,11.4,kaggle
2386,dish,tempe kedelai murni goreng,350.0,24.5,26.6,10.4,kaggle
2387,komponen,tempe kedelai murni mentah,201.0,20.8,8.8,13.5,kaggle
2388,komponen,tempe koro benguk,141.0,10.2,1.3,23.2,kaggle
2389,komponen,tempe lamtoro var gung dengan kulit,146.0,11.7,2.3,19.6,kaggle
2390,komponen,tempe lamtoro var gung tanpa kulit,131.0,18.0,0.8,13.0,kaggle
2391,komponen,tempe pasar segar,150.0,14.0,7.7,9.1,kaggle
2392,dish,tempe pasar goreng,336.0,20.0,28.0,7.8,kaggle
2393,dish,tempe sayur,240.0,6.0,2.7,49.3,kaggle
2394,komponen,tempoya,110.0,1.7,1.3,21.9,kaggle
2395,komponen,tempuyak,126.0,1.1,2.2,25.7,kaggle
2396,komponen,tepung arrowroot,355.0,0.7,0.2,85.2,kaggle
2397,komponen,tepung beras,364.0,7.0,0.5,80.0,kaggle
2398,komponen,tepung beras mentah,353.0,7.0,0.5,80.0,kaggle
2399,komponen,tepung ganyong,353.0,0.8,1.7,83.6,kaggle
2400,komponen,tepung gaplek,363.0,1.1,0.5,88.2,kaggle
2401,komponen,tepung garut arrowroot,355.0,0.7,0.2,85.2,kaggle
2402,komponen,tepung hunkwee,364.0,4.5,1.0,83.5,kaggle
2403,komponen,tepung ikan,316.0,60.1,6.5,22.4,kaggle
2404,komponen,tepung jagung kuning,355.0,9.2,3.9,73.7,kaggle
2405,komponen,tepung jagung putih,355.0,9.2,3.9,73.7,kaggle
2406,komponen,tepung jalejo,388.0,19.0,7.5,61.2,kaggle
2407,komponen,tepung kacang kedelai,347.0,35.9,20.6,29.9,kaggle
2408,komponen,tepung kentang,347.0,0.3,0.1,85.6,kaggle
2409,komponen,tepung mocaf,350.0,1.2,0.6,85.0,kaggle
2410,komponen,tepung pisang,338.0,2.9,0.4,80.6,kaggle
2411,komponen,tepung sagu,353.0,0.7,0.2,84.7,kaggle
2412,komponen,tepung sente,326.0,4.0,0.4,76.7,kaggle
2413,komponen,tepung singkong tapioka,363.0,1.1,0.5,88.2,kaggle
2414,komponen,tepung sukun,353.0,2.9,0.5,84.4,kaggle
2415,komponen,tepung susu,509.0,24.6,30.0,36.2,kaggle
2416,komponen,tepung susu asam untuk bayi,418.0,19.0,9.0,65.5,kaggle
2417,komponen,tepung susu skim,362.0,35.6,1.0,52.0,kaggle
2418,komponen,tepung tales beneng,332.0,5.7,0.6,76.1,kaggle
2419,komponen,tepung terigu,365.0,8.9,1.3,77.3,kaggle
2420,komponen,tepung ubi ungu,354.0,2.8,0.6,84.4,kaggle
2421,komponen,terasi,155.0,22.3,2.9,9.9,kaggle
2422,komponen,terasi dobo,191.0,33.1,3.6,6.6,kaggle
2423,komponen,terasi merah,174.0,30.0,3.5,3.5,kaggle
2424,komponen,terasi merah,174.0,30.0,3.5,5.6,kaggle
2425,dish,teri balado masakan,365.0,23.7,22.3,17.5,kaggle
2426,komponen,teripang dendeng mentah,462.0,39.1,32.4,3.5,kaggle
2427,komponen,terong,24.0,1.1,0.2,5.5,kaggle
2428,komponen,terong oncom makanan,285.0,4.3,25.7,9.5,kaggle
2429,komponen,terong asam,39.0,2.3,1.9,2.0,kaggle
2430,komponen,terong belanda,48.0,1.5,0.3,11.3,kaggle
2431,komponen,terong hintalo segar,45.0,1.9,0.8,7.5,kaggle
2432,dish,terong kukus,23.0,1.8,0.1,4.9,kaggle
2433,komponen,terong segar,28.0,1.1,0.2,5.5,kaggle
2434,komponen,terung belanda segar,52.0,2.1,1.1,8.6,kaggle
2435,komponen,terung bengkulu segar,52.0,1.1,0.4,11.2,kaggle
2436,komponen,terung panjang,25.0,2.1,0.1,5.3,kaggle
2437,dish,terung panjang kukus,23.0,1.8,0.1,4.9,kaggle
2438,komponen,tespong daun,59.0,2.9,0.3,13.9,kaggle
2439,dish,tim nasi tim,120.0,2.4,0.4,26.0,kaggle
2440,komponen,tinira ninahu nggaluku,33.0,1.2,1.3,4.1,kaggle
2441,dish,tinoransak masakan,516.0,17.7,49.5,0.0,kaggle
2442,komponen,tipatipa,355.0,6.2,1.2,79.8,kaggle
2443,komponen,tiwul,353.0,2.4,1.1,83.4,kaggle
2444,komponen,tiwul instan,395.0,3.2,8.5,76.5,kaggle
2445,komponen,toge tahu makanan,392.0,5.4,28.5,28.4,kaggle
2446,dish,toge goreng,93.6,4.4,1.8,15.1,kaggle
2447,komponen,toge kacang ijo,23.0,2.9,0.2,4.1,kaggle
2448,komponen,toge kacang tunggak,35.0,5.0,0.2,5.8,kaggle
2449,komponen,toge kedelai,67.0,9.0,2.6,6.4,kaggle
2450,dish,toge seduh,28.0,3.0,0.8,4.0,kaggle
2451,komponen,tomat air juice segar,20.0,1.0,0.2,3.5,kaggle
2452,dish,tomat masak,20.0,1.0,0.3,4.2,kaggle
2453,komponen,tomat merah segar,24.0,1.3,0.5,4.7,kaggle
2454,komponen,tomat muda segar,24.0,2.0,0.7,3.3,kaggle
2455,dish,tumis bandeng,189.0,11.3,15.7,0.6,kaggle
2456,dish,tumis bayam bersantan,48.0,1.4,4.2,2.6,kaggle
2457,komponen,ubi cilembu,186.0,1.9,0.2,44.3,kaggle
2458,dish,ubi jalar goreng,160.0,3.7,1.3,55.3,kaggle
2459,dish,ubi jalar kuning kukus,100.0,0.7,0.3,23.8,kaggle
2460,komponen,ubi jalar kuning segar,119.0,0.5,0.4,25.1,kaggle
2461,komponen,ubi jalar manis segar,83.0,1.5,0.2,18.8,kaggle
